127.0.0.1 - - [16/Mar/2016:15:51:18 +0900] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [16/Mar/2016:15:51:19 +0900] "GET /webproject/day0315/04/sample9.html HTTP/1.1" 200 951
0:0:0:0:0:0:0:1 - - [16/Mar/2016:15:51:19 +0900] "GET /favicon.ico HTTP/1.1" 404 1016
0:0:0:0:0:0:0:1 - - [16/Mar/2016:15:51:55 +0900] "GET /webproject/day0315/04/sample10.html HTTP/1.1" 200 850
0:0:0:0:0:0:0:1 - - [16/Mar/2016:15:52:48 +0900] "GET /webproject/day0315/04/sample11.html HTTP/1.1" 200 436
0:0:0:0:0:0:0:1 - - [16/Mar/2016:15:55:57 +0900] "GET /webproject/day0315/04/sample12.html HTTP/1.1" 200 716
0:0:0:0:0:0:0:1 - - [16/Mar/2016:16:02:02 +0900] "GET /webproject/day0315/04/sample13.html HTTP/1.1" 200 609
0:0:0:0:0:0:0:1 - - [16/Mar/2016:16:07:30 +0900] "GET /webproject/day0315/04/sample14.html HTTP/1.1" 200 756
0:0:0:0:0:0:0:1 - - [16/Mar/2016:16:07:30 +0900] "GET /favicon.ico HTTP/1.1" 404 1016
0:0:0:0:0:0:0:1 - - [16/Mar/2016:16:08:18 +0900] "GET /webproject/day0315/04/sample14.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Mar/2016:16:09:45 +0900] "GET /webproject/day0315/04/sample14.html HTTP/1.1" 200 896
0:0:0:0:0:0:0:1 - - [16/Mar/2016:16:10:33 +0900] "GET /webproject/day0315/04/sample14.html HTTP/1.1" 200 916
0:0:0:0:0:0:0:1 - - [16/Mar/2016:16:11:15 +0900] "GET /webproject/day0315/04/sample14.html HTTP/1.1" 200 917
0:0:0:0:0:0:0:1 - - [16/Mar/2016:16:12:20 +0900] "GET /webproject/day0315/04/sample14.html HTTP/1.1" 200 979
0:0:0:0:0:0:0:1 - - [16/Mar/2016:16:12:47 +0900] "GET /webproject/day0315/04/sample14.html HTTP/1.1" 200 978
0:0:0:0:0:0:0:1 - - [16/Mar/2016:16:13:01 +0900] "GET /webproject/day0315/04/sample14.html HTTP/1.1" 200 756
0:0:0:0:0:0:0:1 - - [16/Mar/2016:16:13:21 +0900] "GET /webproject/day0315/04/sample15.html HTTP/1.1" 200 594
0:0:0:0:0:0:0:1 - - [16/Mar/2016:16:13:37 +0900] "GET /webproject/day0315/04/sample16.html HTTP/1.1" 200 653
0:0:0:0:0:0:0:1 - - [16/Mar/2016:16:13:37 +0900] "GET /webproject/day0315/04/button.jpg HTTP/1.1" 200 1491
0:0:0:0:0:0:0:1 - - [16/Mar/2016:16:13:38 +0900] "GET /webproject/day0315/04/button_on.jpg HTTP/1.1" 200 1591
0:0:0:0:0:0:0:1 - - [16/Mar/2016:16:16:44 +0900] "GET /webproject/day0315/04/sample19.html HTTP/1.1" 200 415
0:0:0:0:0:0:0:1 - - [16/Mar/2016:16:18:15 +0900] "GET /webproject/day0315/04/sample17.html HTTP/1.1" 200 617
0:0:0:0:0:0:0:1 - - [16/Mar/2016:16:18:58 +0900] "GET /webproject/day0315/04/sample18.html HTTP/1.1" 200 665
0:0:0:0:0:0:0:1 - - [16/Mar/2016:16:19:05 +0900] "GET /webproject/day0315/04/check.html?mail=%E3%85%81%E3%84%B4&check=%E3%85%81%E3%84%B4 HTTP/1.1" 200 222
0:0:0:0:0:0:0:1 - - [16/Mar/2016:16:23:27 +0900] "GET /webproject/day0315/04/sample20.html HTTP/1.1" 200 839
0:0:0:0:0:0:0:1 - - [16/Mar/2016:16:29:03 +0900] "GET /webproject/day0315/04/sample21.html HTTP/1.1" 200 739
0:0:0:0:0:0:0:1 - - [16/Mar/2016:16:41:02 +0900] "GET /webproject/day0316/sample2.html HTTP/1.1" 200 346
0:0:0:0:0:0:0:1 - - [16/Mar/2016:16:41:03 +0900] "GET /webproject/day0316/sample2_load.html HTTP/1.1" 200 147
0:0:0:0:0:0:0:1 - - [16/Mar/2016:16:42:24 +0900] "GET /webproject/day0316/sample2.html HTTP/1.1" 200 344
0:0:0:0:0:0:0:1 - - [16/Mar/2016:16:51:35 +0900] "GET /webproject/day0316/06/sample1.html HTTP/1.1" 200 423
